"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.171179300E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
1.017094490E-1,4.467964172E-4,1.000022888E-2,-2.833247185E-2,3.004884633E-2
1.117183030E-1,-1.553392410E-2,1.999950409E-2,-6.502509117E-2,6.978212840E-2
1.217146570E-1,-5.299091339E-2,2.999973297E-2,-1.162614822E-1,1.312431070E-1
1.317188240E-1,-1.006011963E-1,-3.999996185E-2,-1.520776749E-1,1.866767710E-1
1.417128340E-1,-1.491534710E-1,-1.666736603E-2,-1.764817238E-1,2.316686380E-1
1.517120530E-1,-1.866333485E-1,2.857208252E-3,-1.918399334E-1,2.676615969E-1
1.617136160E-1,-2.201073170E-1,1.999950409E-2,-2.083909512E-1,3.037663570E-1
1.717104910E-1,-3.060946465E-1,-3.600025177E-2,-2.730572224E-1,4.117647355E-1
1.817190840E-1,-3.118112087E-1,-1.454639435E-2,-2.965838909E-1,4.305808075E-1
1.917104910E-1,-3.019306660E-1,4.999160767E-3,-3.370130062E-1,4.525095414E-1
2.017187720E-1,-2.928946018E-1,2.307605743E-2,-3.956601620E-1,4.928150931E-1
2.117201780E-1,-2.935740948E-1,3.999996185E-2,-9.689724445E-1,1.013258775E0
2.217133550E-1,-3.158941269E-1,-3.733348846E-2,-9.539816380E-1,1.005616157E0
2.317128340E-1,-3.467676640E-1,-1.625061035E-2,-9.563553333E-1,1.017412118E0
2.417141370E-1,-3.754503727E-1,3.529548645E-3,-9.545598030E-1,1.025748438E0
2.517117930E-1,-4.162204266E-1,2.222156525E-2,-9.539806843E-1,1.041063104E0
2.617102300E-1,-4.762923717E-1,3.999996185E-2,-9.405131340E-1,1.054997334E0
2.717143970E-1,-1.037518024E0,-3.800010681E-2,-8.977622986E-1,1.372539545E0
2.817125740E-1,-1.052322149E0,-1.714324951E-2,-8.307275772E-1,1.340814717E0
2.917120530E-1,-1.074849367E0,2.727508545E-3,-7.529385090E-1,1.312335704E0
3.017417410E-1,-1.099194527E0,2.173900604E-2,-6.522557735E-1,1.278334380E0
3.117110120E-1,-1.129810333E0,3.999996185E-2,-5.373039246E-1,1.251705594E0
3.217110120E-1,-1.165726662E0,-3.839969635E-2,-4.294559956E-1,1.242910149E0
3.317123140E-1,-1.201409578E0,-1.769256592E-2,2.131114006E-1,1.220292781E0
3.417102300E-1,-1.729720831E0,2.222061157E-3,2.546074390E-1,1.748360386E0
3.517104910E-1,-1.700015903E0,2.142810822E-2,3.219041824E-1,1.730357054E0
3.617271570E-1,-1.669492483E0,3.999996185E-2,4.061510563E-1,1.718651747E0
3.717061160E-1,-1.662169456E0,-3.866672516E-2,1.116668463E0,2.002810743E0
3.817318450E-1,-1.679370165E0,-1.806545258E-2,1.149623156E0,2.035250331E0
3.917253870E-1,-1.707931757E0,1.874923706E-3,1.212135553E0,2.094351213E0
4.017362720E-1,-2.907580137E0,2.121162415E-2,1.853116155E0,3.447972110E0
4.117136160E-1,-2.783239603E0,3.999996185E-2,1.842972517E0,3.338348451E0
4.217136160E-1,-2.859146833E0,-3.885746002E-2,1.819633126E0,3.389291258E0
4.317164800E-1,-2.740837336E0,-1.833438873E-2,1.756603479E0,3.255484792E0
4.417170530E-1,-2.627841711E0,1.621246338E-3,1.679102182E0,3.118483418E0
4.517115320E-1,-1.119014740E0,4.055404663E-2,1.522783160E0,1.890160621E0
4.617104910E-1,-9.796535969E-1,-3.845977783E-2,1.419937849E0,1.725521318E0
