"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.035558500E-1,5.509543419E-2,-1.752614975E-2,-3.495216370E-3,5.792140650E-2
1.135587140E-1,7.618010044E-1,-3.540182114E-2,3.403663635E-3,7.626307391E-1
1.235493390E-1,4.513508081E-1,-4.621934891E-2,4.517555237E-3,4.537336097E-1
1.335472560E-1,3.930806518E-1,-5.925655365E-2,1.722192764E-2,3.978948765E-1
1.436164230E-1,3.609005213E-1,-6.968879700E-2,3.084325790E-2,3.688590805E-1
1.535503810E-1,3.436290026E-1,-7.801055908E-2,3.707456589E-2,3.543177418E-1
1.637048080E-1,3.356753588E-1,-7.599973679E-2,5.052661896E-2,3.478603825E-1
1.735434020E-1,1.561558843E-1,-7.007503510E-2,7.843303680E-2,1.882735032E-1
1.835498600E-1,1.113202095E0,-6.971502304E-2,9.145593643E-2,1.119126122E0
1.935488190E-1,1.094430447E0,-6.479310989E-2,9.266424179E-2,1.100255794E0
2.035511620E-1,1.684460402E0,-7.413387299E-2,9.784126282E-2,1.688927348E0
2.135506410E-1,1.623885632E0,-9.953308105E-2,1.107373238E-1,1.630697438E0
2.235480370E-1,1.595960379E0,-1.334662437E-1,6.613731384E-2,1.602896414E0
2.335485580E-1,2.167633772E0,-1.652441025E-1,-2.090787888E-2,2.174023671E0
2.435485580E-1,2.084609985E0,-2.044644356E-1,-6.513876915E-1,2.193561128E0
2.535514230E-1,2.017297029E0,-2.359614372E-1,-7.129011154E-1,2.152531790E0
2.635482980E-1,1.930623412E0,-2.564353943E-1,-1.266848087E0,2.323353169E0
2.735501210E-1,1.823417783E0,-2.770624161E-1,-1.255503654E0,2.231122009E0
2.835590270E-1,1.685392857E0,-2.884902954E-1,-1.269242764E0,2.129495932E0
2.935472560E-1,1.536001921E0,-2.922563553E-1,-1.308626652E0,2.038926039E0
3.035467350E-1,1.386822104E0,-2.943224907E-1,-1.289858341E0,1.916673112E0
3.135469960E-1,1.233477116E0,-3.043704033E-1,-1.227242947E0,1.766417954E0
3.236590270E-1,5.674601793E-1,-3.117156029E-1,-1.142169952E0,1.312908935E0
3.335467350E-1,4.834933281E-1,-3.215107918E-1,-1.057316780E0,1.206256093E0
3.437375690E-1,3.876154423E-1,-3.286566734E-1,-1.005911350E0,1.126995379E0
3.535441830E-1,2.677434683E-1,-3.383069038E-1,-1.001762390E0,1.090718118E0
3.635480890E-1,-1.273998380E0,-3.500761986E-1,-1.004455566E0,1.659685573E0
3.735480370E-1,-1.384550214E0,-3.636384010E-1,-1.003523827E0,1.748219738E0
3.835529850E-1,-1.299731851E0,-3.644886017E-1,-1.009084225E0,1.685350348E0
3.935459020E-1,-1.181615353E0,-4.076938629E-1,-1.112386465E0,1.673270084E0
4.035480370E-1,-1.107020855E0,-4.094085693E-1,-1.067504883E0,1.591438728E0
4.135503810E-1,-1.229755640E0,-3.620719910E-1,-9.691824913E-1,1.607081131E0
4.235485580E-1,-1.155762553E0,-3.255829811E-1,-8.399896622E-1,1.465392094E0
4.335480370E-1,-1.084769130E0,-2.936444283E-1,-7.420787811E-1,1.346711562E0
4.435522040E-1,-2.184593916E0,-2.322463989E-1,-6.614899635E-1,2.294331698E0
4.535506410E-1,-2.186581135E0,-1.649909019E-1,-5.910778046E-1,2.271064074E0
4.635482980E-1,-2.206493855E0,-1.024422646E-1,1.546812057E-2,2.208924809E0
4.735464750E-1,-2.251339674E0,-9.865760803E-4,4.495048523E-2,2.251788588E0
4.835456940E-1,-2.871913910E0,6.169319153E-2,2.692937851E-2,2.872702690E0
4.935509020E-1,-2.787506580E0,6.718921661E-2,-2.897262573E-3,2.788317722E0
5.036716310E-1,-2.598435640E0,7.172441483E-2,-4.422187805E-3,2.599429115E0
5.135485060E-1,-1.637294769E0,6.584405899E-2,7.099485397E-2,1.640155441E0
5.235602250E-1,-6.350342631E-1,7.894039154E-3,1.833224297E-1,6.610128171E-1
5.335448080E-1,-5.820987225E-1,-5.612611771E-2,8.378167152E-1,1.021726926E0
5.435521000E-1,-5.305646658E-1,-1.348338127E-1,8.518104553E-1,1.012551270E0
5.535514230E-1,-4.803445935E-1,-2.163815498E-1,8.859376907E-1,1.030746087E0
5.635488190E-1,4.348606467E-1,-3.002271652E-1,9.421010017E-1,1.080182591E0
5.735477770E-1,1.090797186E0,-3.762917519E-1,1.017096043E0,1.538154200E0
5.835498600E-1,1.098806143E0,-4.359426498E-1,1.663142681E0,2.040456937E0
5.935524640E-1,9.909640551E-1,-4.451127052E-1,1.725348949E0,2.038863428E0
6.035501210E-1,-6.995002627E-1,-4.019236565E-1,1.762442589E0,1.938310378E0
6.135501210E-1,-6.475093961E-1,-3.062267303E-1,1.781199455E0,1.919821535E0
6.235516830E-1,-5.966609716E-1,-2.089371681E-1,1.755311489E0,1.865684185E0
6.335480370E-1,-5.468949676E-1,-1.249027252E-1,1.647759914E0,1.740634233E0
6.435519440E-1,-2.410281897E0,4.998574257E-1,1.489489555E0,2.877133192E0
6.535456940E-1,-2.400700331E0,5.321292877E-1,6.051716805E-1,2.532342082E0
6.635527250E-1,-2.325344086E0,5.685701370E-1,5.212678909E-1,2.449942312E0
6.735472560E-1,-2.150127411E0,5.892553329E-1,4.384627342E-1,2.272117801E0
6.836776730E-1,-3.817123473E-1,5.770525932E-1,3.905301094E-1,7.944858575E-1
6.935491310E-1,-3.362883329E-1,5.317349434E-1,3.775372505E-1,7.337344672E-1
7.035590790E-1,-4.885338545E-1,4.966096878E-1,3.850092888E-1,7.959388553E-1
7.135522560E-1,-4.416333139E-1,4.751596451E-1,4.439239502E-1,7.860567065E-1
7.235475690E-1,8.255448937E-1,4.365472794E-1,5.084390640E-1,1.063300607E0
7.335509020E-1,8.199347258E-1,3.832082748E-1,5.728659630E-1,1.071128819E0
7.435511620E-1,7.702464461E-1,3.124246597E-1,6.129679680E-1,1.032772233E0
7.535516830E-1,6.729664803E-1,2.508797646E-1,6.127104759E-1,9.440543772E-1
7.635496000E-1,-4.811764657E-1,2.602615356E-1,5.002822876E-1,7.413158742E-1
7.735498600E-1,-3.956045806E-1,4.291076660E-1,-1.546833515E0,1.653278651E0
7.835501210E-1,-3.507332802E-1,5.146327019E-1,-2.339419365E0,2.420897275E0
7.935519440E-1,-5.038314462E-1,5.925102234E-1,-2.467622280E0,2.587290901E0
8.035472560E-1,-4.576470256E-1,6.540112495E-1,-3.408209562E0,3.500437678E0
8.135485580E-1,-4.121516645E-1,6.916189194E-1,-3.459009171E0,3.551471549E0
8.235488190E-1,6.369211674E-1,7.037115097E-1,-3.507474661E0,3.633628622E0
8.335498600E-1,7.209516764E-1,6.356439590E-1,-3.481275797E0,3.611522634E0
8.435537660E-1,8.264174461E-1,4.887356758E-1,-3.322850704E0,3.458780877E0
8.535480370E-1,1.574577928E0,-3.998470306E-1,-2.292033911E0,2.809375864E0
8.636529850E-1,1.618756533E0,-4.739623070E-1,-1.524669647E0,2.273682149E0
8.735453290E-1,1.674074173E0,-5.664396286E-1,-1.365217209E0,2.233203129E0
8.837199120E-1,1.734131098E0,-1.168445587E0,-5.862092972E-1,2.171662288E0
8.935457460E-1,1.783694983E0,-1.183811665E0,-5.367341042E-1,2.207048107E0
9.035478290E-1,1.804758549E0,-1.190656185E0,-5.029263496E-1,2.219853708E0
9.135493390E-1,1.796325564E0,-1.190140247E0,-4.730186462E-1,2.206120119E0
9.235490790E-1,1.781813860E0,-1.183275223E0,-4.610748291E-1,2.188056417E0
9.335490790E-1,1.771785498E0,-1.170942307E0,-4.598417282E-1,2.172966670E0
9.435516830E-1,1.770522833E0,-1.144207954E0,-4.581809044E-1,2.157288271E0
9.535493390E-1,1.823512316E0,-1.052947998E0,-3.933973312E-1,2.142115336E0
9.635477770E-1,1.859481096E0,-9.715185165E-1,-3.365755081E-1,2.124806167E0
9.735511620E-1,1.917427540E0,-8.707094193E-1,-2.918267250E-1,2.125988264E0
9.835482980E-1,2.586164713E0,-2.347474098E-1,-2.769985199E-1,2.611528757E0
9.935501210E-1,2.652652979E0,-2.024111748E-1,-2.832403183E-1,2.675399631E0
1.003548298E0,3.287821770E0,-1.644582748E-1,-2.737393379E-1,3.303294074E0
1.013549600E0,3.345334530E0,-1.313953400E-1,-2.360525131E-1,3.356225356E0
1.023549600E0,3.425179958E0,-9.289360046E-2,-1.594309807E-1,3.430146528E0
1.033548819E0,4.106822491E0,-6.429195404E-2,4.587278366E-1,4.132862888E0
1.043651683E0,4.124538898E0,-3.944110870E-2,5.051527023E-1,4.155545208E0
1.053547360E0,4.183716774E0,-3.243923187E-2,5.885076523E-1,4.225030131E0
1.063716423E0,4.784077168E0,-2.633523941E-2,1.257144928E0,4.946564592E0
