"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.497640800E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
1.049758870E-1,1.999999955E-2,-2.455091476E-2,-4.430294037E-2,5.445638551E-2
1.149764080E-1,7.500000298E-2,-2.226018906E-2,-5.918388367E-1,5.969872068E-1
1.249751060E-1,-1.117441535E0,1.505374908E-2,-5.591320992E-1,1.249612301E0
1.349743240E-1,-1.512369633E0,5.476236343E-2,-1.072678089E0,1.854966066E0
1.449797930E-1,-1.948431253E0,1.059603691E-1,-9.848127365E-1,2.185741996E0
1.549935950E-1,-2.381143093E0,1.668982506E-1,-9.587397575E-1,2.572329563E0
1.649732310E-1,-2.826381922E0,2.273769379E-1,-1.535451889E0,3.224553852E0
1.751638040E-1,-2.690978527E0,2.834792137E-1,-1.457820892E0,3.073591979E0
1.849742720E-1,-3.172115088E0,3.050904274E-1,-1.419147491E0,3.488462971E0
1.949845330E-1,-2.934019566E0,3.034825325E-1,-1.939995527E0,3.530461033E0
2.049774490E-1,-2.713338614E0,2.875370979E-1,-1.848047495E0,3.295476226E0
2.149782310E-1,-2.610496044E0,2.689561844E-1,-1.752798319E0,3.155840454E0
2.249771890E-1,-3.127242088E0,2.115373611E-1,-1.595007420E0,3.516879270E0
2.349756260E-1,-3.045000553E0,1.268153191E-1,-1.413346291E0,3.359413376E0
2.449766680E-1,-3.544974804E0,4.269456863E-2,-6.910610199E-1,3.611957159E0
2.549787510E-1,-3.408977985E0,-4.088878632E-2,-5.771803856E-1,3.457736253E0
2.649756260E-1,-3.315585375E0,-1.146645546E-1,-4.991364479E-1,3.354905592E0
2.749805740E-1,-3.220628262E0,-1.755523682E-1,-4.230351448E-1,3.253033010E0
2.849732830E-1,-3.138734341E0,-2.256326675E-1,-3.533544540E-1,3.166610606E0
2.949743240E-1,-2.969766617E0,-2.713108063E-1,-2.798018456E-1,2.995231608E0
3.049758870E-1,-2.756583214E0,-2.757096291E-1,-2.266125679E-1,2.779589910E0
3.149779700E-1,-2.521016121E0,-2.549114227E-1,-1.671023369E-1,2.539374983E0
3.249761470E-1,-1.768139839E0,-2.224254608E-1,-1.024031639E-1,1.785014842E0
3.349770330E-1,-1.689947128E0,-1.849012375E-1,-2.875089645E-2,1.700275383E0
3.449937510E-1,-1.623153687E0,-1.148734093E-1,5.717458725E-1,1.724736830E0
3.550151580E-1,-1.552040100E0,-4.595136642E-2,5.847754478E-1,1.659187248E0
3.649715120E-1,-1.463322163E0,7.685661316E-3,5.749692917E-1,1.572246961E0
