"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
0.000000000E0,2.807784081E-2,1.044781208E-1,4.474754333E-1,4.603675774E-1
2.084330000E-3,-4.484772682E-2,5.228233337E-2,4.415264130E-1,4.468672446E-1
7.110059000E-3,-1.226925850E-1,4.586696625E-3,3.790206909E-1,3.984108336E-1
1.213578800E-2,-1.726069450E-1,-5.314970016E-2,3.033342361E-1,3.530293287E-1
1.716151800E-2,-1.760399342E-1,-9.229326248E-2,2.241067886E-1,2.995529293E-1
2.218724700E-2,-1.475763321E-1,-8.915925026E-2,1.603231430E-1,2.354392828E-1
2.721297600E-2,-1.395947933E-1,-1.009123325E-1,9.753513336E-2,1.979472339E-1
3.223870500E-2,-1.846861839E-1,-1.272192001E-1,6.405448914E-2,2.332309778E-1
3.726443400E-2,-2.251093388E-1,-1.439967155E-1,1.201725006E-2,2.674952014E-1
4.229016300E-2,-2.557270527E-1,-1.415231228E-1,3.128051758E-3,2.922924981E-1
4.731589300E-2,-2.337505817E-1,-1.150517464E-1,-2.952384949E-2,2.621982008E-1
5.234162200E-2,-1.548802853E-1,-6.452322006E-2,-1.190452576E-1,2.057253559E-1
5.736735100E-2,-7.188296318E-2,6.246566772E-4,-1.795406342E-1,1.933969749E-1
6.239308000E-2,2.010321617E-2,5.183029175E-2,-1.828107834E-1,1.910766887E-1
6.741880900E-2,7.386326790E-2,8.911252022E-2,-1.911220551E-1,2.234378292E-1
7.244453800E-2,9.004664421E-2,1.267485619E-1,-2.044906616E-1,2.568852404E-1
7.747026800E-2,8.793544769E-2,1.266732216E-1,-2.275981903E-1,2.749175954E-1
8.249599700E-2,9.139966965E-2,1.082186699E-1,-2.698602676E-1,3.047781885E-1
8.752172600E-2,1.239752769E-1,1.190342903E-1,-2.503528595E-1,3.036701925E-1
9.254745500E-2,1.762297153E-1,1.350252628E-1,-1.648893356E-1,2.765451630E-1
9.757318400E-2,1.961336136E-1,1.654753685E-1,-6.154727936E-2,2.638911889E-1
1.025989130E-1,1.792454720E-1,2.005836964E-1,-3.065395355E-2,2.707442028E-1
1.076246430E-1,1.444504261E-1,2.164468765E-1,-3.348445892E-2,2.623668900E-1
1.126503720E-1,1.864521503E-1,1.799139977E-1,-1.740550995E-2,2.596851992E-1
1.176761010E-1,1.758995056E-1,1.766130924E-1,3.371238708E-3,2.492873558E-1
1.227018300E-1,1.225442886E-1,1.444768906E-1,-3.761291504E-2,1.931460742E-1
1.277275590E-1,4.086422920E-2,8.856606483E-2,-6.385803223E-2,1.165833665E-1
1.327532880E-1,-2.623081207E-2,4.242491722E-2,-7.075119019E-2,8.656592872E-2
1.377790180E-1,-4.077816010E-2,1.366853714E-3,-7.750701904E-2,8.759032270E-2
1.428047470E-1,-1.733875275E-2,-2.513122559E-2,-6.991577148E-2,7.629171612E-2
1.478304760E-1,-8.425235748E-3,-4.667305946E-2,-3.386402130E-2,5.827633324E-2
1.528562050E-1,5.016326904E-3,-5.868768692E-2,1.621246338E-2,6.109216071E-2
1.578819340E-1,4.651856422E-2,-5.163788795E-2,2.322483063E-2,7.327919928E-2
1.629076630E-1,7.316088676E-2,-4.961729050E-2,5.404567719E-2,1.036114187E-1
1.679333930E-1,7.089543343E-2,-4.311394691E-2,6.573009491E-2,1.058556577E-1
1.729591220E-1,4.477286339E-2,-1.783323288E-2,3.940773010E-2,6.225433867E-2
1.779848510E-1,2.809643745E-2,-2.532243729E-3,-1.504993439E-2,3.197377959E-2
1.830105800E-1,1.817226410E-3,-1.600170135E-2,-4.521274567E-2,4.799530320E-2
1.880363090E-1,-5.300426483E-2,-3.908491135E-2,-4.176044464E-2,7.798087664E-2
1.930620380E-1,-6.945419312E-2,-4.791069031E-2,-3.352165222E-2,9.079108081E-2
1.980877680E-1,-7.165598869E-2,-5.202960968E-2,-7.751941681E-2,1.176899358E-1
2.031134970E-1,-6.933641434E-2,-4.177069664E-2,-7.838058472E-2,1.126758426E-1
2.081392260E-1,-5.769801140E-2,-3.623104095E-2,-4.598426819E-2,8.219672602E-2
2.131650070E-1,-4.136991501E-2,-1.983642578E-3,5.066871643E-3,4.172622549E-2
2.181907880E-1,-2.009606361E-2,4.163980484E-2,6.033229828E-2,7.601125795E-2
2.232165700E-1,1.096701622E-2,7.558536530E-2,6.751060486E-2,1.019367679E-1
2.282423510E-1,3.249824047E-2,1.187796593E-1,5.083560944E-2,1.332253815E-1
2.332681320E-1,6.792509556E-2,1.473550797E-1,-3.642082214E-3,1.622978831E-1
2.382939130E-1,9.805154800E-2,1.329319477E-1,-1.961135864E-2,1.663418594E-1
2.433196950E-1,1.229705811E-1,1.043601036E-1,-6.901741028E-3,1.614324288E-1
2.483454760E-1,1.287142038E-1,8.076238632E-2,3.419494629E-2,1.557536634E-1
2.533712570E-1,1.012333632E-1,7.159781456E-2,3.220558167E-2,1.281079246E-1
2.583970380E-1,8.357822895E-2,4.811763763E-2,1.600837708E-2,9.775937573E-2
2.634228200E-1,8.969056606E-2,2.949762344E-2,1.899147034E-2,9.630775345E-2
2.684486010E-1,8.608341217E-2,1.352787018E-3,-1.706123352E-3,8.611094437E-2
2.734743820E-1,6.322920322E-2,-2.208065987E-2,-6.958389282E-2,9.657849564E-2
2.785001630E-1,-1.200032234E-2,-5.498957634E-2,-1.652698517E-1,1.745909079E-1
2.835259450E-1,-9.626066685E-2,-1.018259525E-1,-2.363891602E-1,2.747989731E-1
2.885517260E-1,-1.321865320E-1,-1.289086342E-1,-2.785444260E-1,3.341821546E-1
2.935775070E-1,-1.150625944E-1,-1.222360134E-1,-2.587919235E-1,3.084709116E-1
2.986032880E-1,-9.255659580E-2,-7.735204697E-2,-2.394285202E-1,2.680971445E-1
3.036290700E-1,-1.233136654E-2,-2.795481682E-2,-2.204437256E-1,2.225510515E-1
3.086548510E-1,3.967165947E-2,1.641917229E-2,-2.113313675E-1,2.156487345E-1
3.136806320E-1,6.835019588E-2,6.046032906E-2,-1.977195740E-1,2.177618667E-1
3.187064130E-1,7.381260395E-2,8.986711502E-2,-1.653642654E-1,2.021626552E-1
