"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
0.000000000E0,-1.721529961E-1,1.697020531E-1,-4.055500031E-2,2.451125230E-1
0.000000000E0,-1.600936651E-1,1.634995937E-1,-7.329177856E-2,2.402785541E-1
0.000000000E0,-1.354694366E-1,1.583502293E-1,-1.110305786E-1,2.361240199E-1
0.000000000E0,-1.172602177E-1,1.494863033E-1,-1.204700470E-1,2.249647656E-1
3.405749000E-3,-1.051460505E-1,1.367809772E-1,-6.852149963E-2,1.856338428E-1
8.431530000E-3,-9.399640560E-2,1.295125484E-1,-3.057479858E-3,1.600567795E-1
1.345731200E-2,-7.854652405E-2,1.131534576E-1,3.796577454E-2,1.428798847E-1
1.848335300E-2,-8.705794811E-2,8.752083778E-2,8.335971832E-2,1.489557854E-1
2.350965500E-2,-9.055936337E-2,5.713868141E-2,1.474657059E-1,1.822414926E-1
2.853616600E-2,-5.089187622E-2,5.994176865E-2,1.921949387E-1,2.076581160E-1
3.356283200E-2,-3.491294384E-2,8.602190018E-2,1.512699127E-1,1.774859641E-1
3.858960300E-2,-8.061134815E-2,4.515981674E-2,7.280158997E-2,1.176336261E-1
4.361647800E-2,-7.837486267E-2,-1.471042633E-4,1.089725494E-1,1.342298673E-1
4.864340500E-2,-4.291224480E-2,2.266407013E-3,1.448888779E-1,1.511270468E-1
5.367033200E-2,-2.184128761E-2,-2.405238152E-2,1.093683243E-1,1.140920210E-1
5.869632200E-2,-1.489353180E-2,-5.977177620E-2,9.321689606E-2,1.117312500E-1
6.372210300E-2,3.047955036E-2,-7.637238503E-2,7.731914520E-2,1.128715837E-1
6.874783200E-2,3.803074360E-2,-8.351135254E-2,3.793716431E-2,9.929608198E-2
7.377356200E-2,1.744282246E-2,-7.658195496E-2,3.224945068E-2,8.490627156E-2
7.879929100E-2,6.892085075E-3,-8.436107635E-2,4.577636719E-2,9.622768746E-2
8.382502000E-2,-2.696073055E-2,-7.843971252E-2,4.517841339E-2,9.444976723E-2
8.885074900E-2,-4.598009586E-2,-7.309985161E-2,4.953765869E-2,9.955770763E-2
9.387647800E-2,-4.555761814E-2,-5.894517899E-2,-7.637023926E-3,7.488894999E-2
9.890220700E-2,-4.502928257E-2,-5.480957031E-2,-9.268760681E-2,1.167163988E-1
1.039279370E-1,-5.414116383E-2,-4.621648788E-2,-1.484775543E-1,1.646596900E-1
