"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
0.000000000E0,2.691001892E-1,-4.739761353E-3,-6.248950958E-2,2.763011328E-1
0.000000000E0,2.973895073E-1,-5.240678787E-3,-4.970264435E-2,3.015598392E-1
0.000000000E0,2.910439968E-1,8.355379105E-3,4.820823669E-2,2.951278613E-1
0.000000000E0,2.792611122E-1,5.951690674E-2,1.879539490E-1,3.418416562E-1
0.000000000E0,2.958998680E-1,1.049418449E-1,3.171739578E-1,4.462833654E-1
0.000000000E0,3.174818754E-1,1.161139011E-1,4.028635025E-1,5.259051064E-1
3.284343000E-3,3.442178965E-1,1.171078682E-1,4.739236832E-1,5.973306208E-1
8.309812000E-3,3.858181238E-1,1.270134449E-1,4.877986908E-1,6.347720871E-1
1.333528000E-2,4.235827923E-1,1.316783428E-1,4.165229797E-1,6.084841498E-1
1.836074900E-2,4.577381611E-1,1.551775932E-1,3.129987717E-1,5.758233589E-1
2.338627000E-2,4.219329357E-1,1.691524982E-1,1.774282455E-1,4.879761800E-1
2.841184300E-2,3.924700022E-1,1.645121574E-1,4.177093506E-4,4.255550811E-1
3.343746800E-2,3.451517820E-1,1.653354168E-1,-1.751060486E-1,4.208653953E-1
3.846314500E-2,2.938581705E-1,1.527032852E-1,-2.875843048E-1,4.386064866E-1
4.348887400E-2,2.759840488E-1,1.456856728E-1,-3.804225922E-1,4.920496510E-1
4.851465500E-2,2.432825565E-1,1.014506817E-1,-4.538888931E-1,5.248750046E-1
5.354043700E-2,2.241601944E-1,6.782913208E-2,-5.034580231E-1,5.552644099E-1
5.856621800E-2,1.945536137E-1,3.512668610E-2,-5.056028366E-1,5.428804851E-1
6.359199900E-2,2.066538334E-1,3.154516220E-3,-5.034313202E-1,5.442047886E-1
6.861778000E-2,2.221934795E-1,-3.281784058E-2,-4.969673157E-1,5.453654425E-1
7.364351000E-2,2.556016445E-1,-3.479290009E-2,-5.004320145E-1,5.630052821E-1
7.866903000E-2,2.403626442E-1,-1.263546944E-2,-4.519557953E-1,5.120526308E-1
8.369449900E-2,1.961510181E-1,2.869415283E-2,-3.756408691E-1,4.247406725E-1
8.871996800E-2,1.710314751E-1,6.984925270E-2,-3.285598755E-1,3.769380259E-1
9.374543700E-2,1.365611553E-1,9.175300598E-2,-2.344169617E-1,2.863893768E-1
9.877090500E-2,1.308200359E-1,1.134276390E-1,-1.315479279E-1,2.174501516E-1
1.037963740E-1,9.199213982E-2,1.061897278E-1,-3.892707825E-2,1.457879607E-1
1.088218430E-1,2.067041397E-2,1.034462452E-1,1.988792419E-2,1.073495281E-1
