"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.366912000E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
9.366912000E-2,-2.814817429E-2,-2.729225159E-2,-5.583703518E-2,6.822727614E-2
1.036696410E-1,-9.085249901E-2,-2.714157104E-2,-5.613716841E-1,5.693232905E-1
1.136722450E-1,-6.428319216E-1,-1.444530487E-2,-4.721190929E-1,7.977079567E-1
1.236696410E-1,-5.839768648E-1,2.535867691E-2,-4.371538162E-1,7.299147212E-1
1.336748490E-1,-5.788043737E-1,7.113170624E-2,-4.184887409E-1,7.177792481E-1
1.436805790E-1,-1.127008438E0,1.101746559E-1,-3.528130054E-1,1.186070610E0
1.536678180E-1,-1.877304912E0,1.274757385E-1,-2.133021355E-1,1.893679380E0
1.636696410E-1,-1.633159995E0,8.424139023E-2,5.215075016E-1,1.716472620E0
1.736693810E-1,-1.593781829E0,7.560563087E-1,1.547194242E0,2.346395466E0
1.836792760E-1,-1.424299955E0,3.249964714E0,1.454928160E0,3.835064140E0
1.936797970E-1,1.178753138E0,5.908081055E0,1.379933596E0,6.180541840E0
2.036741200E-1,2.172798634E0,7.194953918E0,1.318509698E0,7.630654206E0
2.136555260E-1,2.158838034E0,7.775582314E0,1.267942429E0,8.168717156E0
2.236657870E-1,3.012445927E0,8.208465576E0,1.038695931E0,8.805261314E0
2.336704740E-1,2.932884216E0,8.722456932E0,1.015243292E0,9.258173886E0
2.436756310E-1,2.846412182E0,9.071630478E0,9.966186285E-1,9.559800758E0
2.536756310E-1,2.661465645E0,8.573229790E0,9.820597768E-1,9.030399206E0
2.636683390E-1,1.384246826E0,5.877007484E0,9.709567428E-1,6.115399680E0
2.736732870E-1,-3.623671532E-1,3.426823616E0,7.723397613E-1,3.531421634E0
2.836712040E-1,-1.412935734E0,2.108502388E0,7.754151821E-1,2.653947703E0
2.937264120E-1,-2.382460833E0,1.894670486E0,7.799623609E-1,3.142329893E0
3.036675580E-1,-2.244858265E0,1.128559113E0,7.857972980E-1,2.632586503E0
3.136719850E-1,-2.116663933E0,1.033927917E0,7.927653790E-1,2.485508014E0
3.236655260E-1,-1.112943649E0,9.177684784E-1,6.084282994E-1,1.565607723E0
3.336709430E-1,-4.155967236E-1,2.561473846E-1,6.244124174E-1,7.926051894E-1
3.436722450E-1,-2.865484953E-1,1.733722687E-1,6.406834126E-1,7.229406745E-1
3.536685990E-1,3.708770275E-1,6.499385834E-2,6.572116017E-1,7.574305649E-1
3.636868290E-1,4.819843769E-1,-1.739406586E-2,2.305521250E0,2.355427716E0
3.736804220E-1,1.369334221E0,-1.246034622E0,2.970029354E0,3.499821832E0
3.836808910E-1,1.435894966E0,-1.187721252E0,2.974424839E0,3.509940064E0
3.937064640E-1,1.488159895E0,-1.132335663E0,2.940887928E0,3.485057493E0
4.036665680E-1,1.523510695E0,-1.079620361E0,2.846819639E0,3.404562677E0
4.136683390E-1,1.525442839E0,-1.029345512E0,2.692130327E0,3.260995820E0
4.236696410E-1,1.503801823E0,-1.078530312E0,2.481568575E0,3.095614664E0
4.336569330E-1,1.481313229E0,-1.029921532E0,1.505993843E0,2.350115890E0
4.436738080E-1,1.377022266E0,-9.833440781E-1,1.308163524E0,2.138795853E0
4.536693810E-1,5.144641399E-1,-9.197607040E-1,1.688642800E-2,1.054001070E0
4.636683390E-1,-2.754242420E-1,-9.753761292E-1,-1.396229863E-1,1.023089285E0
4.736691200E-1,-3.216452599E-1,-9.326295853E-1,-9.725102037E-2,9.913180002E-1
4.836685990E-1,-3.412053585E-1,-8.914051056E-1,-5.591960251E-2,9.561125252E-1
4.936753700E-1,-3.427400589E-1,-8.516006470E-1,-1.555779576E-2,9.181157089E-1
5.036688600E-1,-3.048808575E-1,-2.019438744E0,2.389904484E-2,2.042463302E0
5.136709430E-1,-2.189853191E-1,-2.114917755E0,-1.331422329E-1,2.130389292E0
5.236683390E-1,4.026427269E-1,-2.997622967E0,-9.116049111E-2,3.025917192E0
5.336683390E-1,4.874000549E-1,-3.032498360E0,-5.009464547E-2,3.071825937E0
5.437021930E-1,1.097171068E0,-3.592013359E0,-9.888634086E-3,3.755854378E0
5.536644330E-1,1.127380848E0,-3.595007896E0,2.950913832E-2,3.767750010E0
5.636616200E-1,1.141308069E0,-3.614071846E0,-1.279322207E-1,3.792158497E0
5.736717240E-1,1.126842737E0,-3.642207623E0,-8.624121547E-2,3.813513926E0
5.836673490E-1,1.073624611E0,-4.214924812E0,-4.536873847E-2,4.349749338E0
5.936787560E-1,9.728040695E-1,-4.161417484E0,-5.269318819E-3,4.273613343E0
6.036683390E-1,8.505542278E-1,-4.116874218E0,3.409921378E-2,4.203957490E0
6.136717240E-1,7.341814041E-2,-4.085051537E0,-1.236525550E-1,4.087581954E0
6.236688600E-1,-1.090550423E-2,-4.064336777E0,-8.218497038E-2,4.065182251E0
6.336706830E-1,-1.838071346E-1,-4.092960358E0,-2.147935331E-3,4.097086058E0
6.436738080E-1,-2.559435368E-1,-4.066823483E0,3.722119704E-2,4.075039356E0
6.536678180E-1,-3.079147339E-1,-4.022507668E0,-1.207660288E-1,4.036082736E0
6.636704220E-1,-3.279738426E-1,-3.967539310E0,-7.946335524E-2,3.981865071E0
6.736704220E-1,-3.301866055E-1,-3.898752213E0,-3.883695230E-2,3.912901777E0
6.836680790E-1,-3.073740005E-1,-3.818261623E0,1.144874841E-3,3.830613777E0
6.936738080E-1,-2.485508919E-1,-3.713406086E0,4.051187634E-2,3.721935453E0
7.036665160E-1,-1.781148911E-1,-3.592625618E0,-1.176776886E-1,3.598962598E0
7.136678180E-1,-9.777569771E-2,-3.463208199E0,-7.651832700E-2,3.465433042E0
7.236896930E-1,6.506443024E-4,-3.331441402E0,-3.598129004E-2,3.331635769E0
7.336671410E-1,7.136983871E-1,-3.202741623E0,3.960467875E-3,3.281300806E0
7.436840160E-1,7.717907429E-1,-3.081771851E0,4.333246127E-2,3.177240374E0
7.536641200E-1,8.448688984E-1,-2.972538471E0,-1.150243282E-1,3.092413138E0
7.636673490E-1,9.356307983E-1,-2.859128952E0,-7.398232818E-2,3.009235242E0
7.736717240E-1,1.543358088E0,-2.742325783E0,-3.351681679E-2,3.146971284E0
7.836691200E-1,1.544316769E0,-2.055031776E0,6.395570934E-3,2.570624591E0
7.936771930E-1,1.557339191E0,-1.968359947E0,4.577696323E-2,2.510346942E0
8.036696410E-1,1.571106195E0,-1.856698990E0,-1.127201021E-1,2.434832979E0
8.136714640E-1,1.583578348E0,-1.128062248E0,-3.230061010E-2,1.944553458E0
8.236678180E-1,1.555539846E0,-1.044477463E0,7.601927966E-3,1.873684918E0
8.336688600E-1,1.509721756E0,-9.756140709E-1,4.700690135E-2,1.798135769E0
8.436779740E-1,1.443775892E0,-9.292664528E-1,-1.115981191E-1,1.720604286E0
8.536680790E-1,1.345999479E0,-9.266834259E-1,9.620763063E-1,1.896324758E0
8.636678180E-1,6.525504589E-1,-9.328689575E-1,1.044170499E0,1.544784329E0
8.736696410E-1,5.623288155E-1,-9.224042892E-1,1.750907779E0,2.057357873E0
8.836696410E-1,4.641635418E-1,-8.830242157E-1,1.804818273E0,2.062170836E0
8.936782350E-1,3.689515591E-1,-7.896037102E-1,1.829641223E0,2.026619421E0
9.036922970E-1,-2.422320843E-1,1.002278328E0,1.805053473E0,2.078811263E0
9.136717760E-1,-2.955627441E-1,1.010662079E0,1.723225951E0,2.019480837E0
9.236564640E-1,-3.655750751E-1,2.439308167E0,1.625951767E0,2.954249247E0
9.336915680E-1,-4.305391312E-1,4.050735474E0,1.530001044E0,4.351404947E0
9.436764640E-1,-4.765090942E-1,5.912442207E0,1.435326457E0,6.102802292E0
9.536676100E-1,-4.865829945E-1,7.849569321E0,1.361293435E0,7.981580128E0
9.636847450E-1,-3.733692169E-1,9.328948021E0,1.266402841E0,9.421913389E0
9.736787560E-1,6.224422455E-1,1.006993103E1,-1.993091702E-1,1.009111834E1
9.836824010E-1,7.805738449E-1,9.986449242E0,-1.576322466E-1,1.001814913E1
9.936792760E-1,1.911632776E0,8.484333992E0,-2.747700512E-1,8.701365510E0
1.003679016E0,1.986129761E0,6.961969376E0,-2.323744446E-1,7.243460975E0
1.013681099E0,2.028903723E0,5.066421509E0,-1.904312670E-1,5.460891987E0
1.023677454E0,1.990748405E0,2.995682716E0,-2.174863577E0,4.203239909E0
1.033679016E0,1.264315367E0,1.256422997E0,-3.046064854E0,3.529249663E0
1.043677193E0,1.048507690E-1,1.929731369E-1,-3.161809206E0,3.169427357E0
1.053677714E0,-8.584218025E-1,2.109060287E-1,-3.898086548E0,3.997054926E0
1.063680579E0,-1.004472136E0,-7.952518463E-1,-3.897013664E0,4.102207366E0
1.073677974E0,-1.824810505E0,2.561635971E-1,-3.848026991E0,4.266481559E0
1.083689433E0,-1.848608375E0,1.745014191E-1,-3.723581314E0,4.160872681E0
1.093670370E0,-1.842920899E0,1.926832199E-1,-2.863967896E0,3.411128313E0
1.103669381E0,-1.792253494E0,2.107143402E-1,-2.703024149E0,3.250063487E0
1.113689849E0,-1.722100735E0,2.285976410E-1,-1.831046343E0,2.524008425E0
1.123683756E0,-1.635138273E0,2.463378906E-1,-1.739467025E0,2.400021887E0
1.133681881E0,-1.533699870E0,1.648397446E-1,-1.682532668E0,2.282613330E0
1.143678756E0,-9.122636318E-1,1.831884384E-1,-1.684885025E0,1.924739069E0
1.153680579E0,-8.459329605E-1,2.013912201E-1,-1.733804107E0,1.939648854E0
1.163680058E0,-7.437667847E-1,2.194490433E-1,-1.803627968E0,1.963267878E0
1.173677974E0,7.803487778E-2,1.580753326E-1,-1.888090491E0,1.896302443E0
1.183682662E0,1.945500374E-1,1.765527725E-1,-1.817134976E0,1.836028355E0
1.193668079E0,9.779810905E-1,1.948871613E-1,-1.675936341E0,1.950177079E0
1.203669120E0,1.027681828E0,2.130813599E-1,-8.107419014E-1,1.326211158E0
1.213666776E0,1.074665546E0,2.311391830E-1,2.798532546E-1,1.134305604E0
1.223669901E0,1.094929934E0,1.498899460E-1,1.188627332E-1,1.111515589E0
1.233673026E0,1.087131023E0,1.684970856E-1,1.575605869E-1,1.111337243E0
1.243667558E0,1.035527229E0,1.869649887E-1,1.959543973E-1,1.070360068E0
1.253666776E0,9.459567070E-1,2.052955627E-1,2.340515256E-1,9.958717168E-1
1.263667558E0,8.381171227E-1,2.234935760E-1,2.718591094E-1,9.090088367E-1
1.273674485E0,1.626875401E-1,1.423549652E-1,1.109713614E-1,2.429955038E-1
1.283693131E0,9.398484230E-2,-8.816871643E-1,-8.631832004E-1,1.237453289E0
1.293673235E0,9.915113449E-3,-9.194250107E-1,-9.295331240E-1,1.307467968E0
1.303667610E0,-5.937395096E-1,-9.416122437E-1,-9.570808411E-1,1.468047669E0
1.313667558E0,-6.450664997E-1,-9.356794357E-1,-9.265793562E-1,1.466341058E0
1.323668079E0,-6.939210892E-1,-8.858671188E-1,-8.651788235E-1,1.419444056E0
1.333674849E0,-7.308545113E-1,-8.077373505E-1,-7.770037055E-1,1.338029410E0
1.343670162E0,-7.525401115E-1,2.224960327E-1,2.306404263E-1,8.179340501E-1
1.353669641E0,-7.755777836E-1,2.406854630E-1,2.686207294E-1,8.553405677E-1
1.363668599E0,-8.071506023E-1,1.793575287E-1,1.475279182E-1,8.398962463E-1
1.373667297E0,-7.827143669E-1,1.979017258E-1,1.861591041E-1,8.285300751E-1
1.383673287E0,-7.169816494E-1,2.163228989E-1,2.245202661E-1,7.818360647E-1
1.393667558E0,-6.056902409E-1,2.346220016E-1,2.626172304E-1,7.006254072E-1
1.403669641E0,1.490931511E-1,2.528038025E-1,3.004556894E-1,4.200144659E-1
1.413667037E0,2.299094200E-1,1.715784073E-1,1.394595504E-1,3.189772052E-1
1.423668339E0,3.389046192E-1,1.902284622E-1,1.781957448E-1,4.275475789E-1
1.433662662E0,1.009503603E0,2.087583542E-1,2.166699022E-1,1.053386644E0
1.443667558E0,1.029780626E0,2.271690369E-1,2.548874617E-1,1.084906230E0
1.453687401E0,1.031939983E0,2.454652786E-1,2.928537726E-1,1.100416587E0
1.463686308E0,1.003741980E0,1.643323898E-1,1.319438070E-1,1.025627742E0
1.473666099E0,9.394435883E-1,1.830778122E-1,1.707741320E-1,9.722322485E-1
1.483694433E0,8.438246250E-1,2.017059326E-1,-1.308044434E0,1.569619547E0
1.493669641E0,2.280972004E-1,-1.437304497E0,-1.329111934E0,1.970890936E0
1.503669641E0,1.808595657E-1,-1.464023590E0,-1.297635555E0,1.964671293E0
1.513667297E0,1.591515541E-1,-1.374003410E0,-1.186403632E0,1.822297497E0
1.523670422E0,1.596517563E-1,2.090187073E-1,2.039207220E-1,3.328079989E-1
1.533674329E0,1.794579029E-1,2.275218964E-1,2.423264682E-1,3.777478914E-1
1.543666256E0,2.825770378E-1,2.497583389E0,3.202469349E-1,2.533837143E0
1.553667297E0,3.688423634E-1,3.208648682E0,1.665916204E0,3.634108949E0
1.563670422E0,9.686427116E-1,3.288849831E0,1.813006759E0,3.878375358E0
1.573668339E0,1.022812366E0,3.282973289E0,2.590071917E0,4.304942658E0
1.583673287E0,1.098395109E0,3.158394814E0,2.559584856E0,4.211104873E0
1.593670162E0,1.177922487E0,2.121897697E0,2.462910175E0,3.457727253E0
1.603669381E0,1.764723778E0,7.480716705E-2,2.342889071E0,2.934105540E0
1.613667037E0,1.755162001E0,9.422111511E-2,1.602433562E0,2.378500492E0
1.623669120E0,1.711428404E0,1.135206223E-1,1.503950000E0,2.281170690E0
1.633718599E0,1.633138418E0,-1.427343369E0,1.747383475E-1,2.176001764E0
1.643674745E0,1.529732227E0,-1.555099487E0,2.134369165E-1,2.191796163E0
1.653770579E0,7.558839321E-1,-2.344826698E0,5.311501026E-2,2.464222792E0
1.663671516E0,6.285707951E-1,-2.379519463E0,9.255743772E-2,2.462880630E0
1.673669901E0,-1.841962337E-1,-2.407999039E0,1.317684054E-1,2.418625754E0
1.683677714E0,-2.674512863E-1,-2.421310902E0,1.707520187E-1,2.442014112E0
1.693669901E0,-3.543138504E-1,-2.416553020E0,2.095123082E-1,2.451359258E0
1.703668339E0,-4.198713303E-1,-2.400966644E0,1.405419588E0,2.813563040E0
1.713669901E0,-4.717304707E-1,-2.390612602E0,1.403248310E0,2.811879100E0
1.723668860E0,-5.440881252E-1,-2.438881874E0,1.306253314E0,2.819658562E0
1.733673287E0,-5.449671745E-1,-2.493516922E0,1.198086262E0,2.819579145E0
1.743673026E0,-5.502386093E-1,-2.583253384E0,1.849716157E-2,2.641269149E0
1.753670422E0,-5.690867901E-1,-3.335460663E0,5.816666782E-2,3.384160305E0
1.763671464E0,-5.899808407E-1,-3.399601936E0,9.761516750E-2,3.451796552E0
1.773671204E0,-6.370365620E-1,-3.492160320E0,1.368463635E-1,3.552425398E0
1.783673808E0,-7.117073536E-1,-4.170752525E0,1.758638918E-1,4.234693861E0
1.793669120E0,-8.103628159E-1,-4.192223072E0,1.577623934E-2,4.269856095E0
1.803667818E0,-1.502034426E0,-4.203260422E0,5.546977371E-2,4.463920080E0
1.813732766E0,-1.540490150E0,-4.190587997E0,9.494808316E-2,4.465775723E0
1.823667506E0,-1.568070412E0,-4.137788773E0,1.342146695E-1,4.426980271E0
1.833820683E0,-1.581294894E0,-4.045235157E0,1.732729673E-1,4.346774038E0
1.843659068E0,-1.601541042E0,-3.918155193E0,1.320160925E-2,4.232853424E0
1.853667089E0,-1.603492498E0,-3.118649960E0,5.291710794E-2,3.507130734E0
1.863668131E0,-1.574885845E0,-3.024255753E0,9.242286533E-2,3.411001359E0
1.873674329E0,-1.519704938E0,-2.910892010E0,1.317222118E-1,3.286357578E0
1.883676412E0,-1.431672215E0,-2.252786636E0,1.402252197E0,3.015135849E0
1.893670162E0,-1.315102696E0,-2.211744785E0,1.469917893E0,2.963438663E0
1.903674068E0,-4.845001698E-1,-2.209033966E0,1.593298197E0,2.766436448E0
1.913668079E0,-3.821573257E-1,-2.244169235E0,1.595301867E0,2.779807156E0
1.923671724E0,2.645912170E-1,-2.302653313E0,1.542371988E0,2.784085512E0
1.933675891E0,2.748908997E-1,-2.357031822E0,1.451418281E0,2.781686367E0
1.943673547E0,2.592840195E-1,-2.398048401E0,1.337182641E0,2.757883564E0
1.953666516E0,1.918461323E-1,-2.412771702E0,3.759550303E-2,2.420678757E0
1.963667297E0,7.932448387E-2,-2.385077953E0,7.720557600E-2,2.387645266E0
1.973671464E0,-7.268757820E-1,-2.291189194E0,1.166195422E-1,2.406552813E0
1.983673026E0,-7.982540131E-1,-1.361734390E0,-4.316462576E-2,1.579048196E0
1.993782506E0,-8.843322992E-1,-3.555507660E-1,-3.148961812E-3,9.531368625E-1
2.003663026E0,-9.636360407E-1,6.635274887E-1,1.493464112E0,1.897181647E0
2.013688547E0,-1.002825260E0,2.501519203E0,1.543008089E0,3.105500087E0
2.023676464E0,-1.026594162E0,4.215555191E0,1.512009025E0,4.594667826E0
2.033685683E0,-1.032042980E0,6.073713303E0,1.449955702E0,6.329097687E0
2.043669901E0,-1.002010107E0,8.155442238E0,1.424368978E0,8.339309884E0
2.053670162E0,-8.922759295E-1,1.014826393E1,1.445202589E0,1.028941338E1
2.063671204E0,2.956902981E-1,1.146477699E1,1.415056348E0,1.155555835E1
2.073670422E0,1.469508171E0,1.151325893E1,1.291331649E0,1.167827568E1
2.083675110E0,3.234097719E0,1.042843819E1,-8.932442963E-2,1.091877694E1
2.093665995E0,3.481935978E0,8.878547668E0,-4.281026870E-2,9.536997409E0
2.103669120E0,4.394805908E0,6.939512253E0,6.849054247E-3,8.214085231E0
2.113670422E0,4.480622292E0,4.472229958E0,-1.570995212E0,6.522640789E0
2.123668079E0,4.405342102E0,1.928467751E0,-2.265657187E0,5.315941063E0
2.133672506E0,3.187386036E0,6.769847870E-2,-2.380110502E0,3.978559894E0
2.143670422E0,1.860957146E0,-1.559530258E0,-2.979107857E0,3.843225175E0
2.153669641E0,6.179418564E-1,-2.348211288E0,-2.922881365E0,3.799892612E0
2.163668860E0,-2.685465813E-1,-2.410966873E0,-2.834869385E0,3.731134272E0
2.173786568E0,-4.537810087E-1,-2.420549393E0,-2.713464022E0,3.664404940E0
2.183702766E0,-1.300834060E0,-2.346091270E0,-2.549824953E0,3.701070222E0
2.193687245E0,-1.382708073E0,-1.628996372E0,-2.351166248E0,3.177025893E0
2.203665995E0,-1.392719388E0,2.712965012E-1,-1.637104869E0,2.166421343E0
2.213670214E0,-6.957018375E-1,3.088245392E-1,-1.481594563E0,1.665681870E0
2.223687089E0,-5.728700161E-1,2.358760834E-1,-1.298480630E0,1.438704114E0
2.233679537E0,2.071788311E-1,2.625026703E-1,-5.963630676E-1,6.837248192E-1
2.243677974E0,2.677829266E-1,2.887639999E-1,-4.665008783E-1,6.105042284E-1
2.253682401E0,3.176467419E-1,3.146677017E-1,-3.369839191E-1,5.598869322E-1
2.263677974E0,3.286380768E-1,2.603530884E-1,-1.016415358E-1,4.314136274E-1
2.273677974E0,2.516088486E-1,2.857084274E-1,1.135146618E0,1.197286166E0
2.283682662E0,-4.326305389E-1,3.084411621E-1,1.213701129E0,1.324905870E0
2.293680579E0,-5.279173851E-1,3.309192657E-1,1.288906097E0,1.431601639E0
2.303718860E0,-1.207294345E0,3.531055450E-1,1.360709548E0,1.853044423E0
2.313677454E0,-1.235206127E0,2.752065659E-1,1.229049921E0,1.764096522E0
2.323669120E0,-1.229602695E0,2.969264984E-1,1.293110490E0,1.808928653E0
2.333678495E0,-1.170651793E0,3.130817413E-1,1.316064715E0,1.788986342E0
2.343679016E0,-1.045206189E0,3.291082382E-1,1.337878466E0,1.729360286E0
2.353818183E0,-8.627390862E-2,3.391265869E-1,1.360146761E0,1.404439120E0
2.363674485E0,8.108639717E-2,2.497920990E-1,1.182169557E0,1.210989660E0
2.373677766E0,1.072406054E0,2.608919144E-1,1.204589009E0,1.633754576E0
2.383671308E0,1.245300293E0,2.723464966E-1,1.227390766E0,1.769585694E0
2.393667401E0,2.233683825E0,2.841529846E-1,1.250576854E0,2.575660850E0
2.403696464E0,2.307952881E0,2.960357666E-1,1.272664666E0,2.652161199E0
2.413679589E0,2.344149590E0,2.110929489E-1,1.095964313E0,2.596292608E0
2.423671985E0,2.272560358E0,2.367963791E-1,1.121054173E0,2.545066908E0
2.433668391E0,2.147112846E0,2.637958527E-1,1.146456122E0,2.448273569E0
2.443669641E0,1.145254374E0,3.186864853E-1,-3.623182774E-1,1.242756288E0
2.453667818E0,9.688861370E-1,2.536087036E-1,-1.018247962E0,1.428245999E0
2.463679276E0,1.336309910E-1,2.882261276E-1,-1.170742750E0,1.213082903E0
2.473668079E0,7.793664932E-3,3.227062225E-1,-2.107218742E0,2.131799915E0
2.483669381E0,-1.018037796E-1,3.567762375E-1,-2.181649208E0,2.212972336E0
2.493671204E0,-1.677467823E-1,3.906192780E-1,-2.225030899E0,2.265278108E0
2.503693079E0,-2.099916935E-1,3.304119110E-1,-2.178943157E0,2.213834191E0
2.513675370E0,-2.132086754E-1,3.611698151E-1,-2.106436253E0,2.147783802E0
2.523669641E0,-2.233519554E-1,3.936462402E-1,-1.994881988E0,2.045580016E0
2.533788131E0,-2.114012241E-1,4.182119370E-1,-1.875455260E0,1.933112551E0
2.543680006E0,-2.173578739E-1,4.478540421E-1,-1.724898696E0,1.795297524E0
2.553678704E0,-2.437880039E-1,3.779067993E-1,-1.569303632E0,1.632470529E0
2.563657818E0,-3.045003414E-1,4.084987640E-1,-1.404863358E0,1.494400466E0
2.573666829E0,-3.848514557E-1,4.393548965E-1,-1.213631749E0,1.346865023E0
2.583671985E0,-1.102911592E0,4.703874588E-1,-4.119175673E-1,1.267814822E0
2.593669120E0,-1.154716015E0,5.014305115E-1,-2.587479353E-1,1.285205091E0
2.603695943E0,-1.217072845E0,4.323616028E-1,-1.053307056E-1,1.295877086E0
2.613676412E0,-1.282829165E0,4.623851776E-1,6.220579147E-2,1.365034901E0
2.623670943E0,-1.344995379E0,5.107069016E-1,9.072424173E-1,1.700859463E0
2.633667818E0,-1.297201872E0,5.320749283E-1,1.039829373E0,1.745589170E0
2.643672245E0,-1.187843204E0,4.455261230E-1,1.166493177E0,1.723418503E0
2.653667558E0,-1.027134776E0,4.581680298E-1,1.272058964E0,1.697956949E0
2.663676412E0,-1.918241978E-1,4.698915482E-1,2.312660217E0,2.367697588E0
2.673669120E0,-5.639576912E-2,4.759511948E-1,2.344444036E0,2.392932900E0
2.683666776E0,8.994460106E-2,4.819917679E-1,2.373464346E0,2.423579810E0
2.693668860E0,7.801299095E-1,3.881034851E-1,2.199533224E0,2.365834609E0
2.703691776E0,8.492288589E-1,3.943881989E-1,2.222450972E0,2.411642599E0
2.713794954E0,8.976261616E-1,4.005956650E-1,2.242731333E0,2.448684023E0
2.723669589E0,9.073495865E-1,4.069623947E-1,2.227761030E0,2.439635397E0
2.733843443E0,8.834290504E-1,4.144515991E-1,2.212916613E0,2.418515443E0
2.743692714E0,8.436024189E-1,3.236494064E-1,3.091405869E0,3.220745911E0
2.753667610E0,8.040030003E-1,2.281945229E0,3.118288517E0,3.946823802E0
2.763673547E0,7.815155983E-1,2.405083656E0,3.154390812E0,4.042941432E0
2.773670162E0,7.697846889E-1,3.141506195E0,3.706926823E0,4.919647966E0
2.783670943E0,7.626972198E-1,3.171177864E0,3.684265614E0,4.920557815E0
2.793671204E0,7.392408848E-1,3.159860611E0,3.633390903E0,4.871624536E0
2.803696464E0,6.443259716E-1,3.006166458E0,3.502889633E0,4.660732616E0
2.813674589E0,5.435693264E-1,2.194624901E0,3.313947201E0,4.011744274E0
2.823670422E0,-2.257266045E-1,2.028509140E0,2.485262394E0,3.215949471E0
2.833668339E0,-3.264050484E-1,1.676712036E-1,1.273606420E0,1.325415859E0
2.843668599E0,-9.401232004E-1,1.740932465E-1,1.218374252E0,1.548733647E0
2.853668860E0,-9.776816368E-1,1.819009781E-1,1.167842388E0,1.533885652E0
2.863673808E0,-9.707953930E-1,1.910448074E-1,1.121836305E0,1.495813661E0
2.873665474E0,-9.284816980E-1,-1.424376488E0,1.080120444E0,2.014345258E0
2.883671464E0,-8.495895863E-1,-2.111467361E0,8.431607485E-1,2.427141720E0
2.893766151E0,-7.202035189E-1,-2.829844475E0,8.361500502E-1,3.037410043E0
2.903685631E0,-4.452538490E-2,-2.982705593E0,8.664580584E-1,3.106326566E0
2.913701516E0,3.071928024E-2,-4.038902283E0,8.983796835E-1,4.137724179E0
2.923673287E0,8.785939217E-2,-4.176616192E0,9.303612709E-1,4.279884833E0
2.933667297E0,1.142940521E-1,-5.116727352E0,7.630949020E-1,5.174579766E0
2.943673808E0,6.476593018E-2,-5.202270508E0,7.978978157E-1,5.263502065E0
2.953668339E0,-3.910112381E-2,-5.853320599E0,8.328723311E-1,5.912407906E0
2.963676933E0,-6.870073080E-1,-5.918887138E0,8.679769039E-1,6.021510434E0
2.973670683E0,-7.517715693E-1,-5.995098114E0,9.018301964E-1,6.108981879E0
2.983671204E0,-8.995218277E-1,-6.609801292E0,7.761960626E-1,6.715734731E0
2.993668079E0,-9.555727243E-1,-6.583901882E0,8.123147488E-1,6.702293524E0
3.003691776E0,-9.932899475E-1,-6.523386955E0,8.483552933E-1,6.652887267E0
3.013674849E0,-9.972116947E-1,-6.421066284E0,8.845138550E-1,6.557963720E0
3.023671464E0,-9.604687691E-1,-6.269490242E0,7.195365429E-1,6.383317397E0
3.033668860E0,-8.918979168E-1,-5.133866787E0,7.562016845E-1,5.265350042E0
3.043672245E0,-2.571544647E-1,-4.255801201E0,7.927685380E-1,4.336640893E0
3.053668860E0,-2.172794342E-1,-3.122303009E0,8.292322159E-1,3.237840716E0
3.063673808E0,-1.817717552E-1,-1.863137245E0,8.656298518E-1,2.062434582E0
3.073717766E0,-1.448953152E-1,-6.412773132E-1,7.006698251E-1,9.608170734E-1
3.083665735E0,-1.165103912E-1,4.966888428E-1,2.062558174E0,2.124716616E0
3.093696412E0,-8.071517944E-2,5.213565826E-1,2.153332233E0,2.217017667E0
3.103691308E0,-7.493591309E-2,5.513515472E-1,2.234283447E0,2.302526100E0
3.113673079E0,-7.533335686E-2,5.770168304E-1,2.274041176E0,2.347314808E0
3.123670943E0,-6.234049797E-2,4.976644516E-1,2.246510029E0,2.301817446E0
3.133668339E0,-3.689765930E-2,5.135326385E-1,2.132889271E0,2.194149915E0
3.143668599E0,1.132440567E-2,5.261211395E-1,7.117770314E-1,8.851882501E-1
3.153671464E0,7.268571854E-2,5.394763947E-1,7.441810966E-1,9.220214198E-1
3.163677714E0,2.718162537E-1,3.597091675E0,6.171250343E-1,3.659753530E0
3.173671985E0,1.112958431E0,5.747613907E0,6.501358747E-1,5.890366606E0
3.183667818E0,1.207821369E0,8.334887505E0,6.832628250E-1,8.449617167E0
3.193670683E0,1.857941389E0,1.025585365E1,7.163965702E-1,1.044737787E1
3.203692818E0,1.949006557E0,1.121631432E1,1.779278636E0,1.152259371E1
3.213673547E0,2.039123058E0,1.123416233E1,1.718737602E0,1.154636242E1
3.223668079E0,2.081626654E0,1.109988403E1,6.111333966E-1,1.130991066E1
3.233669641E0,2.068769932E0,9.877529144E0,6.472396255E-1,1.011258178E1
3.243667297E0,2.026562452E0,8.234135628E0,6.834989190E-1,8.507356563E0
